Reittitunnus	Nimi	Japi_id	Pono	Jakelukohde	Elementtinumero	KRD_Vyohyke	I_koordinatti	P_koordinatti	Japityyppi	Matkajapille	Hissi	Kerros	jnro	Jakti Internal Sequence
6210016	Ojalantie 9 as 5	2162467	62190	978358	706082	3	3296017	6984202	4080	0			49330	5
6210016	Ojalantie 9 as 6	2162468	62190	978358	706082	3	3296017	6984202	4080	0			49340	6
6210016	Ojalantie 9 as 7	2162469	62190	978358	706082	3	3296017	6984202	4080	0			49350	7
6210016	Ojalantie 9 as 8	2162470	62190	978358	706082	3	3296017	6984202	4080	0			49360	8
6210016	Ojalantie 9 as 8b	5920992	62190	978358	706082	3	3296017	6984202	4080	0			49370	9
6210016	Ruhanraitti 13	4366965	62190	2925139	706082	3	3296113	6984214	4080	0			49390	1
6210016	Ruhanraitti 14	3912158	62190	2925139	706082	3	3296113	6984214	4080	0			49400	2
6210016	Ruhanraitti 16	4685999	62190	2925139	706082	3	3296113	6984214	4080	0			49410	3
6210016	Ojalantie 36	2162480	62190	978359	706082	3	3295910	6984250	4080	0			49430	1
6210016	Ojalantie 34	2162471	62190	978359	706082	3	3295910	6984250	4080	0			49440	2
6210016	Ojalantie 21	2162475	62190	978359	706082	3	3295910	6984250	4080	0			49450	3
6210016	Ojalantie 21 as 1	4004522	62190	978359	706082	3	3295910	6984250	4080	0			49460	4
6210016	Ojalantie 21 as 2	4004523	62190	978359	706082	3	3295910	6984250	4080	0			49470	5
6210016	Ojalantie 29	2162479	62190	978359	706082	3	3295910	6984250	4080	0			49480	6
6210016	Ojalantie 25	2162478	62190	978359	706082	3	3295910	6984250	4080	0			49490	7
6210016	Ojalantie 24	2162476	62190	978359	706082	3	3295910	6984250	4080	0			49500	8
6210016	Ojalantie 53	2162482	62190	978366	706082	3	3295710	6984508	4080	0			49520	1
6210016	Länsipuolentie 307	4116292	62190	978413	706082	3	3295651	6984587	4080	0			49540	1
6210016	Länsipuolentie 309	2162548	62190	978413	706082	3	3295651	6984587	4080	0			49550	2
6210016	Länsipuolentie 305	2162547	62190	978413	706082	3	3295651	6984587	4080	0			49560	3
6210016	Länsipuolentie 303	2162546	62190	978413	706082	3	3295651	6984587	4080	0			49570	4
6210016	Länsipuolentie 318	2162549	62190	978416	706085	3	3295651	6984587	4080	0			51740	5
6210016	Länsipuolentie 292	5420273	62190	3561739	706082	3	3295723	6984623		0			49590	1
6210016	Nyrhilänmäentie 9	4107651	62190	3275275	706082	3	3296332	6985194	4080	0			49610	1
6210016	Nyrhilänmäentie 65	2162506	62190	3275275	706082	3	3296785	6984974	4080	0			49620	1
6210016	Nyrhilänmäentie 64 as 1	2162504	62190	3275275	706082	3	3296785	6984974	4080	0			49630	2
6210016	Nyrhilänmäentie 64 as 2	4609105	62190	3275275	706082	3	3296785	6984974	4057	0			49640	3
6210016	Nyrhilänmäentie 52 as 2	5613979	62190	3275275	706082	3	3296785	6984974	4080	0			49670	4
6210016	Nyrhilänmäentie 59	4942218	62190	3275275	706082	3	3296713	6985068	4080	0			49650	1
6210016	Nyrhilänmäentie 52 as 1	2162502	62190	3275275	706082	3	3296753	6985036	4080	0			49660	1
6210016	Nyrhilänmäentie 32	2162497	62190	3275275	706082	3	3296638	6985117	4080	0			49680	1
6210016	Nyrhilänmäentie 46	2162499	62190	3275275	706082	3	3296638	6985117	4080	0			49690	2
6210016	Nyrhilänmäentie 47	2162498	62190	3275275	706082	3	3296638	6985117	4080	0			49700	3
6210016	Nyrhilänmäentie 4	2162496	62190	978376	706082	3	3296260	6985224	4080	0			49720	1
6210016	Nyrhilänmäentie 3	4124806	62190	978376	706082	3	3296260	6985224	4080	0			49730	2
6210016	Rintamäentie 15	5631599	62190	978392	706082	3	3296603	6985800	4080	0			49750	1
6210016	Rintamäentie 12	2162523	62190	978392	706082	3	3296603	6985800	5009	0			49760	2
6210016	Rintamäentie 10	2162524	62190	978392	706082	3	3296603	6985800	4080	0			49770	3
6210016	Länsipuolentie 150	2162519	62190	978392	706082	3	3296603	6985800	4080	0			49780	4
6210016	Länsipuolentie 134	5323045	62190	978392	706082	3	3296603	6985800	4080	0			49790	5
6210016	Länsipuolentie 150	4004527	62190	2913881	706082	3	3296603	6985800	4080	0			50490	6
6210016	Länsipuolentie 124	2162525	62190	978397	706082	3	3296685	6985888	4080	0			49810	1
6210016	Länsipuolentie 98 as 1	2162526	62190	978398	706082	3	3296892	6986129	4080	0			49830	1
6210016	Länsipuolentie 98 as 2	4609091	62190	978398	706082	3	3296893	6986130	4057	0			49840	1
6210016	Länsipuolentie 98	4768569	62190	978398	706082	3	3296893	6986130	4080	0			49850	2
6210016	Länsipuolentie 82	2162529	62190	3275276	706082	3	3297056	6986328	4080	0			49870	1
6210016	Länsipuolentie 80	2162532	62190	3275276	706082	3	3297056	6986328	4080	0			49880	2
6210016	Länsipuolentie 62	4249363	62190	3275277	706082	3	3297078	6986497	4057	0			49900	1
6210016	Länsipuolentie 83	2162530	62190	3275277	706082	3	3297007	6986284	4080	0			49910	1
6210016	Länsipuolentie 109	3490774	62190	2702145	706082	3	3296831	6986079	4080	0			49930	1
6210016	Länsipuolentie 167	2162516	62190	978391	706082	3	3296471	6985602	4080	0			49950	1
6210016	Länsipuolentie 177	2162515	62190	978390	706082	3	3296415	6985519	4080	0			49970	1
6210016	Herranojantie 16	2162513	62190	978384	706082	3	3296288	6985339	4080	0			49990	1
6210016	Herranojantie 11	2162509	62190	978384	706082	3	3296288	6985339	4080	0			50000	2
6210016	Herranojantie 13	2162512	62190	978384	706082	3	3296288	6985339	4080	0			50010	3
6210016	Herranojantie 7	2162511	62190	978384	706082	3	3296288	6985339	4080	0			50020	4
6210016	Herranojantie 5	2162510	62190	978384	706082	3	3296288	6985339	4080	0			50030	5
6210016	Herranojantie 15	2162508	62190	978384	706082	3	3296288	6985339	4080	0			50040	6
6210016	Isomäentie 15	2162492	62190	978371	706082	3	3296055	6985190	4080	0			50060	1
6210016	Isomäentie 17 as 2	4004526	62190	978371	706082	3	3296055	6985190	4080	0			50070	2
6210016	Isomäentie 24	2162490	62190	978371	706082	3	3296055	6985190	4080	0			50080	3
6210016	Isomäentie 34	2162493	62190	978371	706082	3	3296055	6985190	4080	0			50090	4
6210016	Isomäentie 30	2162491	62190	978371	706082	3	3296055	6985190	5009	0			50100	5
6210016	Pihlajamaantie 7	2162533	62190	978402	706082	3	3295960	6985182	4080	0			50120	1
6210016	Pihlajamaantie 19	2162534	62190	978403	706082	3	3295938	6985291	4080	0			50140	1
6210016	Pihlajamaantie 27	2162535	62190	978404	706082	3	3295883	6985407	4080	0			50160	1
6210016	Pihlajamaantie 30	2162536	62190	978404	706082	3	3295883	6985407	4080	0			50170	2
6210016	Pihlajamaantie 33	2162537	62190	978404	706082	3	3295883	6985407	4080	0			50180	3
6210016	Pihlajamaantie 70 as 1	2162539	62190	978408	706082	3	3295563	6985488	4080	0			50200	1
6210016	Pihlajamaantie 70 as 2	4609111	62190	978408	706082	3	3295563	6985488	4057	0			50210	2
6210016	Pihlajamaantie 71 as 1	2162541	62190	978408	706082	3	3295563	6985488	4080	0			50220	3
6210016	Pihlajamaantie 71 as 2	4609110	62190	978408	706082	3	3295563	6985488	4057	0			50230	4
6210016	Pihlajamaantie 83	5117522	62190	3480893	706082	3	3295504	6985580	4080	0			50250	1
6210016	Pihlajamaantie 185	2162543	62190	978410	706082	3	3294871	6986060	5009	0			50270	1
6210016	Pihlajamaantie 195	2162544	62190	978410	706082	3	3294871	6986060	4080	0			50280	2
6210016	Pihlajamaantie 196	2162545	62190	978412	706082	3	3294871	6986060	5009	0			50300	3
6210016	Pihlajamaantie 258	4439548	62100	978412	706082	3	3294871	6986060	4080	0			50310	4
6210016	Pihlajamaantie 60	4004530	62190	2913882	706082	3	3295671	6985484	4080	0			50330	1
6210016	Pihlajamaantie 52	2162538	62190	978407	706082	3	3295710	6985495	4080	0			50350	1
6210016	Länsipuolentie 246	3979712	62190	2913880	706082	3	3295955	6985087	4080	0			50370	1
6210016	Länsipuolentie 247	4004525	62190	978370	706082	3	3295955	6985087	4080	0			50390	2
6210016	Länsipuolentie 248	5818401	62190	3703115	706082	3	3295923	6984996	4080	0			50410	1
6210016	Länsipuolentie 263 as 1	2162485	62190	978369	706082	3	3295895	6984920	4080	0			50430	1
6210016	Länsipuolentie 287	2162483	62190	978367	706082	3	3295761	6984705	4080	0			50450	1
6210016	Länsipuolentie 271	2162484	62190	978368	706082	3	3295780	6984737	4080	0			50470	1
6210016	Marjasalontie 11	2162664	62190	978497	706085	3	3295022	6984151	4080	0			50520	1
6210016	Marjasalontie 31	2162663	62190	978496	706085	3	3294872	6984165	4080	0			50540	1
6210016	Marjasalontie 32	5413949	62190	3559341	706085	3	3294872	6984165	4080	0			50580	2
6210016	Marjasalontie 42	5422153	62190	3561740	706085	3	3294759	6984128	4080	0			50560	1
6210016	Marjasalontie 62	2162662	62190	978494	706085	3	3294545	6984057	4080	0			50600	1
6210016	Marjasalontie 60 as 1	2162659	62190	978494	706085	3	3294545	6984057	4080	0			50610	2
6210016	Marjasalontie 64	2162661	62190	978494	706085	3	3294545	6984057	5009	0			50620	3
6210016	Marjasalontie 107	4004535	62190	2913883	706085	3	3294205	6984149	4080	0			50640	1
6210016	Marjasalontie 109	4392802	62190	978492	706085	3	3294205	6984149	4080	0			50660	2
6210016	Marjasalontie 109 as 1	4609098	62190	978492	706085	3	3294205	6984149	4057	0			50670	3
6210016	Marjasalontie 109 as 2	4609096	62190	978492	706085	3	3294205	6984149	4057	0			50680	4
6210016	Marjasalontie 111 as 1	2162655	62190	978491	706085	3	3294111	6984148	5009	0			50700	1
6210016	Marjasalontie 111 as 2	4609100	62190	978491	706085	3	3294111	6984148	4080	0			50710	2
6210016	Marjasalontie 215	2162654	62190	978490	706085	3	3292901	6984757	5009	0			50730	1
6210016	Marjasalontie 271	2162653	62190	978489	706085	3	3292901	6984757	4080	0			50750	2
6210016	Marjasalontie 281	2162652	62190	978488	706085	3	3292826	6984777	4080	0			50770	1
6210016	Marjasalontie 290	4609103	62190	3277547	706085	3	3292724	6984790	4080	0			50790	1
6210016	Marjasalontie 355	2162649	62190	978484	706085	3	3292163	6984983	4080	0			50810	1
6210016	Marjasalontie 357	2162648	62190	978484	706085	3	3292163	6984983	4080	0			50820	2
6210016	Marjasalontie 361	2162647	62190	978483	706085	3	3292115	6985100	4057	0			50840	1
6210016	Marjasalontie 516	2162646	62190	978482	706085	3	3290931	6985085	4080	0			50860	1
6210016	Kallionpääntie 468 as 1	2162644	62190	978481	706085	3	3290840	6984983	4080	0			50880	1
6210016	Kallionpääntie 468 as 2	4609076	62190	978481	706085	3	3290840	6984983	4057	0			50890	2
6210016	Kallionpääntie 354	2162643	62190	978480	706085	3	3291360	6983902	4080	0			50910	1
6210016	Kallionpääntie 310	2162642	62190	978479	706085	3	3291649	6983484	4080	0			50930	1
6210016	Kallionpääntie 205	2162639	62190	978476	706085	3	3291649	6983484	4058	0			50950	2
6210016	Kallionpääntie 286	2162641	62190	978478	706085	3	3291649	6983484	4080	0			50970	3
6210016	Kallionpääntie 215	2162640	62190	978477	706085	3	3292212	6983180	4080	0			50990	1
6210016	Kallionpääntie 189	2162638	62190	978475	706085	3	3292347	6982999	5009	0			51010	1
6210016	Kallionpääntie 176 as 1	2162636	62190	978474	706085	3	3292415	6982860	4080	0			51030	1
6210016	Kallionpääntie 174	2162635	62190	978473	706085	3	3292415	6982860	4058	0			51070	2
6210016	Kallionpääntie 51	5433412	62190	3563571	706085	3	3293591	6982935	4080	0			51050	1
6210016	Kallionpääntie 40	2162632	62190	978469	706085	3	3293678	6982876	4080	0			51090	1
6210016	Kallionpääntie 42	2162633	62190	978469	706085	3	3293678	6982876	4080	0			51100	2
6210016	Kallionpääntie 38	2162631	62190	978469	706085	3	3293678	6982876	4080	0			51110	3
6210016	Kallionpääntie 30	2162630	62190	978468	706085	3	3293678	6982876	4058	0			51130	4
6210016	Kallionpääntie 116	2162634	62190	978472	706085	3	3293678	6982876	4058	0			51150	5
6210016	Kallionpääntie 11 as 1	2162628	62190	978467	706085	3	3293930	6982888	4080	0			51170	1
6210016	Kallionpääntie 11 as 2	4609075	62190	978467	706085	3	3293930	6982888	4057	0			51180	2
6210016	Kallionpääntie 14	5857219	62190	978467	706085	3	3293930	6982888	4080	0			51190	3
6210016	Länsipuolentie 567	2162612	62190	978455	706085	3	3294024	6982803	4080	0			51210	1
6210016	Takalantie 45	2162625	62190	978464	706085	3	3293195	6981938	4080	0			51230	1
6210016	Takalantie 75	2162626	62190	978465	706085	3	3292938	6981904	5009	0			51250	1
6210016	Takalantie 144	2162627	62190	978465	706085	3	3292938	6981904	5009	0			51260	2
6210016	Takalantie 18 as 1	2162623	62190	978463	706085	3	3293469	6981981	4080	0			51280	1
6210016	Länsipuolentie 631	2162620	62190	978461	706085	3	3293761	6982222	5009	0			51300	1
6210016	Länsipuolentie 655 as 1	2162621	62190	978461	706085	3	3293761	6982222	5009	0			51310	2
6210016	Länsipuolentie 619 as 1	2162618	62190	978459	706085	3	3293761	6982222	5009	0			51330	3
6210016	Länsipuolentie 619 as 2	4609088	62190	978459	706085	3	3293761	6982222	4080	0			51340	4
6210016	Länsipuolentie 613	2162617	62190	978459	706085	3	3293761	6982222	4080	0			51350	5
6210016	Länsipuolentie 593	2162616	62190	978457	706085	3	3293927	6982559	4080	0			51370	1
6210016	Länsipuolentie 585 as 1	2162614	62190	978457	706085	3	3293927	6982559	4080	0			51380	2
6210016	Länsipuolentie 585 as 2	4609087	62190	978457	706085	3	3293927	6982559	4057	0			51390	3
6210016	Länsipuolentie 575	2162613	62190	978456	706085	3	3293973	6982698	4080	0			51410	1
6210016	Länsipuolentie 546	2162611	62190	978454	706085	3	3294160	6982885	4080	0			51430	1
6210016	Länsipuolentie 495	2162608	62190	978452	706085	3	3294579	6983141	4080	0			51450	1
6210016	Korpikuja 6	2162605	62190	3275278	706085	3	3294579	6983141	4080	0			51500	2
6210016	Länsipuolentie 529	5683659	62190	978452	706085	3	3294298	6983009	4080	0			51460	1
6210016	Länsipuolentie 527	2162610	62190	978452	706085	3	3294298	6983009	4080	0			51470	2
6210016	Länsipuolentie 531	2162609	62190	978452	706085	3	3294298	6983009	4080	0			51480	3
6210016	Keskiojalantie 25	2162603	62190	3275278	706085	3	3294671	6983203	4080	0			51510	1
6210016	Keskiojalantie 10	2162602	62190	3275278	706085	3	3294671	6983203	4080	0			51520	2
6210016	Keskiojalantie 10 as 1	4035016	62190	3275278	706085	3	3294671	6983203	4080	0			51530	3
6210016	Keskiojalantie 10 as 2	4035017	62190	3275278	706085	3	3294671	6983203	4080	0			51540	4
6210016	Keskiojalantie 28	4004531	62190	3275278	706085	3	3294671	6983203	4080	0			51550	5
6210016	Keskiojalantie 7	5538366	62190	3275278	706085	3	3294671	6983203	4080	0			51560	6
6210016	Hyypäntie 10	2162595	62190	978440	706085	3	3294774	6983366	4080	0			51580	1
6210016	Hyypäntie 24	2162596	62190	978440	706085	3	3294774	6983366	4080	0			51590	2
6210016	Hyypäntie 35	2162597	62190	978440	706085	3	3294774	6983366	4080	0			51600	3
6210016	Länsipuolentie 447	2162594	62190	978437	706085	3	3294823	6983511	4080	0			51620	1
6210016	Länsipuolentie 417	2162592	62190	978437	706085	3	3294971	6983830	4080	0			51630	1
6210016	Knuuttilantie 14	2162591	62190	978436	706085	3	3295081	6983980	4080	0			51650	1
6210016	Knuuttilantie 8	2162590	62190	978434	706085	3	3295081	6983980	4080	0			51670	2
6210016	Knuuttilantie 5	2162589	62190	978434	706085	3	3295081	6983980	4080	0			51680	3
6210016	Länsipuolentie 371	2162588	62190	978433	706085	3	3295197	6984256	5009	0			51700	1
6210016	Länsipuolentie 364	2162587	62190	978432	706085	3	3295197	6984256	4080	0			51720	2
6210016	Ojalantie 46	2162481	62190	978365	706088	3	3295733	6984464	4080	0			51770	1
6210016	Ojalantie 6 as 1	2162460	62190	978356	706088	3	3295980	6984155	4080	0			51790	1
6210016	Ojalantie 6 as 2	2162461	62190	978356	706088	3	3295980	6984155	4080	0			51800	2
6210016	Ruhantie 278	2162443	62190	978341	706088	3	3296924	6984307	4080	0			51820	1
6210016	Muiluntie 40	5640744	62190	978500	706088	3	3297039	6983271	4080	0			51840	1
6210016	Muiluntie 31	2162689	62190	978500	706088	3	3297039	6983271	4080	0			51850	2
6210016	Muiluntie 27	2162688	62190	978500	706088	3	3297039	6983271	4080	0			51860	3
6210016	Muiluntie 25	2162690	62190	978500	706088	3	3297039	6983271	4080	0			51870	4
6210016	Muiluntie 26	4913271	62190	978500	706088	3	3297083	6983218	4080	0			51880	1
6210016	Muiluntie 16	2162691	62190	978503	706088	3	3297153	6983099	4080	0			51900	1
6210016	Muiluntie 12	2162692	62190	978504	706088	3	3297153	6983099	4080	0			51920	2
6210016	Muiluntie 8	2162693	62190	978505	706088	3	3297153	6983099	4080	0			51940	3
6210016	Lasimestarintie 9	3914912	62190	2925142	706088	3	3297184	6983280	4080	0			51960	1
6210016	Lasimestarintie 12	2162696	62190	978508	706088	3	3297184	6983280	4080	0			51980	2
6210016	Lasimestarintie 15	2162697	62190	978509	706088	3	3297184	6983280	4080	0			52000	3
6210016	Lasimestarintie 6	2162695	62190	978506	706088	3	3297121	6983213	4080	0			52020	1
6210016	Lasimestarintie 1	2162694	62190	978506	706088	3	3297121	6983213	4080	0			52030	2
6210016	Latvamuiluntie 54	2162698	62190	978510	706088	3	3297026	6983086	4080	0			52050	1
6210016	Kisällintie 11	2162701	62190	978510	706088	3	3297062	6982983	4080	0			52060	1
6210016	Kisällintie 6	4570004	62190	978510	706088	3	3297062	6982983	4080	0			52070	2
6210016	Kisällintie 5	2162702	62190	978510	706088	3	3297062	6982983	4080	0			52080	3
6210016	Kisällintie 10	4004536	62190	978510	706088	3	3297062	6982983	4080	0			52090	4
6210016	Kisällintie 2	2162700	62190	978510	706088	3	3297062	6982983	4080	0			52100	5
6210016	Kisällintie 1	2162699	62190	978510	706088	3	3297062	6982983	4080	0			52110	6
6210016	Latvamuiluntie 12	2162706	62190	978515	706088	3	3296884	6982861	4080	0			52130	1
6210016	Latvamuiluntie 34	2162703	62190	978515	706088	3	3296884	6982861	5009	0			52140	2
6210016	Latvamuiluntie 16	2162705	62190	978515	706088	3	3296884	6982861	4080	0			52150	3
6210016	Latvamuiluntie 21	2162704	62190	978515	706088	3	3296884	6982861	4080	0			52160	4
6210016	Piilosentie 70	2162711	62190	978520	706088	3	3296367	6981629	4080	0			52180	1
6210016	Piilosentie 68 as 1	2162709	62190	978520	706088	3	3296367	6981629	4080	0			52190	2
6210016	Piilosentie 46	2162708	62190	978520	706088	3	3296367	6981629	4080	0			52200	3
6210016	Piilosentie 10	2162712	62190	978523	706088	3	3296811	6982068	5009	0			52220	1
6210016	Seinäjoentie 786	2162714	62190	978524	706088	3	3297286	6982882	4080	0			52240	1
6210016	Seinäjoentie 772	2162715	62190	978525	706088	3	3297378	6982957	4080	0			52260	1
6210016	Kontolanmäentie 51	2162718	62190	978526	706088	3	3297379	6983193	4080	0			52280	1
6210016	Kontolanmäentie 46	2162717	62190	978526	706088	3	3297379	6983193	4080	0			52290	2
6210016	Kontolanmäentie 7	2162716	62190	978526	706088	3	3297379	6983193	4080	0			52300	3
6210016	Romukiventie 49	2162720	62190	978529	706088	3	3298158	6983498	4080	0			52320	1
6210016	Seinäjoentie 683	2162719	62190	978529	706088	3	3297781	6983763	4080	0			52330	1
6210016	Lehdontie 35	2162722	62190	978531	706088	3	3298266	6983839	4080	0			52350	1
6210016	Lehdontie 30	4035018	62190	978531	706088	3	3298240	6983871	4080	0			52360	1
6210016	Lehdontie 20	2162721	62190	978531	706088	3	3298245	6984024	4080	0			52370	1
6210016	Kivimäentie 29	2162726	62190	978533	706088	3	3298430	6984510	4080	0			52390	1
6210016	Kivimäentie 15 as 1	2162724	62190	978533	706088	3	3298430	6984510	4080	0			52400	2
6210016	Kivimäentie 15 as 2	4035019	62190	978533	706088	3	3298430	6984510	4080	0			52410	3
6210016	Kivimäentie 19	2162723	62190	978533	706088	3	3298430	6984510	4080	0			52420	4
6210016	Kivimäentie 109	2162729	62190	978533	706088	3	3298766	6983829	4080	0			52430	1
6210016	Kivimäentie 82	4004537	62190	978533	706088	3	3298773	6983974	4080	0			52440	1
6210016	Kivimäentie 31	3490776	62190	3275279	706088	3	3298561	6984432	4080	0			52460	1
6210016	Välitie 32	2162728	62190	3275279	706088	3	3298695	6984712	4080	0			52470	1
6210016	Välitie 78	2162731	62190	3275279	706088	3	3298846	6985119	4080	0			52480	1
6210016	Välitie 88	4328276	62190	3275279	706088	3	3298846	6985119	5009	0			52490	2
6210016	Muurimäentie 64	2162732	62190	978541	706088	3	3298731	6986499	4080	0			52510	1
6210016	Muurimäentie 38	4025896	62190	3275280	706088	3	3298491	6986772	4080	0			52530	1
6210016	Muurimäentie 33	2162733	62190	978542	706088	3	3298491	6986772	5009	0			52550	2
6210016	Muurimäentie 14	2162734	62190	978543	706088	3	3298313	6986886	4080	0			52570	1
6210016	Koivulantie 2 as 1	2163747	62100	979044	706186	3	3300421	6991268	4080	0			52600	1
6210016	Kangasmäentie 3	2163752	62100	979047	706186	3	3300448	6991325	4080	0			52620	1
6210016	Koivulantie 4	2163748	62100	979047	706186	3	3300448	6991325	4080	0			52630	2
6210016	Koivulantie 6	2163749	62100	979047	706186	3	3300448	6991325	4080	0			52640	3
6210016	Kangasmäentie 1	2163750	62100	979047	706186	3	3300448	6991325	4080	0			52650	4
6210016	Kangasmäentie 6	2163753	62100	979047	706186	3	3300448	6991325	4080	0			52660	5
6210016	Kangasmäentie 4	2163751	62100	979047	706186	3	3300448	6991325	4080	0			52670	6
6210016	Kangasmäentie 5	2163754	62100	979047	706186	3	3300448	6991325	4080	0			52680	7
6210016	Koivulantie 7	2163755	62100	979052	706186	3	3300497	6991383	4080	0			52700	1
6210016	Koivulantie 10	2163756	62100	979052	706186	3	3300497	6991383	4080	0			52710	2
6210016	Koivulantie 12	2163757	62100	979052	706186	3	3300497	6991383	4080	0			52720	3
6210016	Koivulantie 14	2163758	62100	979052	706186	3	3300497	6991383	4080	0			52730	4
6210016	Koivulantie 16	3999734	62100	979070	706186	3	3300551	6991449	5009	0			52750	1
6210016	Koivulantie 13	2163773	62100	979070	706186	3	3300551	6991449	4080	0			52760	2
6210016	Koivulantie 20	2163772	62100	979070	706186	3	3300551	6991449	4080	0			52770	3
6210016	Koivulantie 18	2163771	62100	979070	706186	3	3300551	6991449	4080	0			52780	4
6210016	Koivulantie 15	2163770	62100	979070	706186	3	3300551	6991449	4080	0			52790	5
6210016	Koivulantie 17	2163769	62100	979066	706186	3	3300635	6991522	4080	0			52810	1
6210016	Koivulantie 19	2163768	62100	979066	706186	3	3300635	6991522	4080	0			52820	2
6210016	Koivulantie 22	2163767	62100	979066	706186	3	3300635	6991522	4080	0			52830	3
6210016	Koivulantie 50	2163766	62100	979057	706186	3	3300724	6991701	4080	0			52850	1
6210016	Koivulantie 52	2163765	62100	979057	706186	3	3300724	6991701	4080	0			52860	2
6210016	Koivulantie 56	2163764	62100	979057	706186	3	3300724	6991701	4058	0			52870	3
6210016	Koivulantie 58	2163763	62100	979057	706186	3	3300724	6991701	4080	0			52880	4
6210016	Koivulantie 57	2163762	62100	979057	706186	3	3300724	6991701	4080	0			52890	5
6210016	Koivulantie 60	2163761	62100	979057	706186	3	3300724	6991701	4080	0			52900	6
6210016	Koivulantie 59	2163760	62100	979057	706186	3	3300724	6991701	4080	0			52910	7
6210016	Koivulantie 84	4840445	62100	3062212	706186	3	3300934	6991994	4080	0			52930	1
6210016	Koivulantie 89	4292668	62100	3062212	706186	3	3300934	6991994	4058	0			52940	2
6210016	Koivulantie 92	4713039	62100	3062212	706186	3	3300934	6991994	4080	0			52960	3
6210016	Koivulantie 88	4851883	62100	3062212	706186	3	3300951	6992033	4080	0			52950	1
6210016	Koivulantie 96	4912685	62100	3397573	706186	3	3300951	6992033	4080	0			52980	2
6210016	Koivulantie 119	4116269	62100	979359	706186	3	3300967	6992223	4080	0			53000	1
6210016	Koivulantie 226	2164080	62100	979356	706186	3	3301843	6992709	4080	0			53020	1
6210016	Koivulantie 230	2164079	62100	979356	706186	3	3301843	6992709	4080	0			53030	2
6210016	Koivulantie 254	2164077	62100	979354	706186	3	3302029	6992522	4080	0			53050	1
6210016	Koivulantie 251	2164078	62100	979354	706186	3	3302029	6992522	4080	0			53060	2
6210016	Koivulantie 284	5402303	62100	3557991	706186	3	3302225	6992501		0			53080	1
6210016	Koivulantie 291	2164076	62100	979352	706186	3	3302334	6992499	4080	0			53100	1
6210016	Koivulantie 330	2164075	62100	979351	706186	3	3302736	6992539	4080	0			53120	1
6210016	Pitkämäentie 193	2164069	62100	979346	706186	3	3302820	6992585	4080	0			53140	1
6210016	Pitkämäentie 333	5401121	62100	3555953	706186	3	3303120	6993876		0			53160	1
6210016	Pitkämäentie 211	2164071	62100	979347	706186	3	3302829	6992650	5009	0			53180	1
6210016	Pitkämäentie 203	2164070	62100	979347	706186	3	3302829	6992650	4080	0			53190	2
6210016	Pitkämäentie 256	2164074	62100	3426891	706186	3	3302782	6992572	5009	0			53210	1
6210016	Aittoomäentie 5	2164064	62100	2702099	706186	3	3302675	6992245	4080	0			53230	1
6210016	Aittoomäentie 24	4234302	62100	979338	706186	3	3302446	6992199	4080	0			53250	1
6210016	Aittoomäentie 31	2164060	62100	979338	706186	3	3302446	6992199	4080	0			53270	2
6210016	Aittoomäentie 30	2164061	62100	979338	706186	3	3302446	6992199	4080	0			53280	3
6210016	Aittoomäentie 34	2164063	62100	979338	706186	3	3302446	6992199	4058	0			53290	4
6210016	Aittoomäentie 36	2164062	62100	979338	706186	3	3302446	6992199	4080	0			53300	5
6210016	Aittoomäentie 28	4231367	62100	979338	706186	3	3302443	6992196	4080	0			53260	1
6210016	Aittoomäentie 26	2164059	62100	979335	706186	3	3302535	6992199	4080	0			53320	1
6210016	Aittoomäentie 18	2164058	62100	979335	706186	3	3302535	6992199	4080	0			53330	2
6210016	Pitkämäenkuja 27	2164051	62100	979323	706186	3	3302593	6992066	4080	0			53350	1
6210016	Pitkämäenkuja 19	2164047	62100	979323	706186	3	3302593	6992066	4080	0			53360	2
6210016	Pitkämäenkuja 15	2164046	62100	979323	706186	3	3302593	6992066	4080	0			53370	3
6210016	Pitkämäentie 121	4000586	62100	2912719	706186	3	3302768	6991967	4080	0			53390	1
6210016	Pitkämäentie 122	5612759	62100	2912719	706186	3	3302768	6991967	4080	0			53400	2
6210016	Pitkämäentie 129	2164041	62100	2912719	706186	3	3302768	6991967	4080	0			53410	3
6210016	Pitkämäentie 131	2164040	62100	2912719	706186	3	3302768	6991967	4080	0			53420	4
6210016	Pitkämäentie 133	2164044	62100	2912719	706186	3	3302768	6991967	4080	0			53430	5
6210016	Pitkämäentie 135	2164045	62100	2912719	706186	3	3302768	6991967	4080	0			53440	6
6210016	Pitkämäentie 137	2164043	62100	2912719	706186	3	3302768	6991967	4080	0			53450	7
6210016	Pitkämäenkuja 5	2164048	62100	979325	706186	3	3302765	6992128	4080	0			53470	1
6210016	Pitkämäentie 139	2164050	62100	979325	706186	3	3302765	6992128	4080	0			53480	2
6210016	Pitkämäentie 143	2164049	62100	979325	706186	3	3302765	6992128	4080	0			53490	3
6210016	Pitkämäentie 147	2164052	62100	979325	706186	3	3302765	6992128	4080	0			53500	4
6210016	Pitkämäentie 153	2164055	62100	979331	706186	3	3302753	6992218	4080	0			53520	1
6210016	Pitkämäentie 151	2164054	62100	979331	706186	3	3302753	6992218	4080	0			53530	2
6210016	Pitkämäentie 155	2164056	62100	979331	706186	3	3302753	6992218	4080	0			53540	3
